location_id,location_name,year_id,estimate_type,indicator_id,indicator_short,ihme_indicator_description,indicator_outline,indicator_unit,target_description,goal_description,scaled_value,scaled_lower,scaled_upper
63,Ukraine,2017,past,1001,TB Incid,"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population)",3.3.2,Scaled/Normalized value ranging from 0-100,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases.",Ensure healthy lives and promote well-being for all at all ages.,51.6,50.0,53.2
66,Brunei,2017,past,1001,TB Incid,"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population)",3.3.2,Scaled/Normalized value ranging from 0-100,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases.",Ensure healthy lives and promote well-being for all at all ages.,41.7,40.5,42.9
67,Japan,2017,past,1001,TB Incid,"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population)",3.3.2,Scaled/Normalized value ranging from 0-100,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases.",Ensure healthy lives and promote well-being for all at all ages.,90.4,88.8,91.9
68,South Korea,2017,past,1001,TB Incid,"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population)",3.3.2,Scaled/Normalized value ranging from 0-100,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases.",Ensure healthy lives and promote well-being for all at all ages.,55.0,53.7,56.2
69,Singapore,2017,past,1001,TB Incid,"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population)",3.3.2,Scaled/Normalized value ranging from 0-100,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases.",Ensure healthy lives and promote well-being for all at all ages.,62.1,60.9,63.4
71,Australia,2017,past,1001,TB Incid,"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population)",3.3.2,Scaled/Normalized value ranging from 0-100,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases.",Ensure healthy lives and promote well-being for all at all ages.,99.5,98.4,100.0
72,New Zealand,2017,past,1001,TB Incid,"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population)",3.3.2,Scaled/Normalized value ranging from 0-100,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases.",Ensure healthy lives and promote well-being for all at all ages.,84.6,83.6,85.6
74,Andorra,2017,past,1001,TB Incid,"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population)",3.3.2,Scaled/Normalized value ranging from 0-100,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases.",Ensure healthy lives and promote well-being for all at all ages.,92.5,91.3,93.6
75,Austria,2017,past,1001,TB Incid,"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population)",3.3.2,Scaled/Normalized value ranging from 0-100,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases.",Ensure healthy lives and promote well-being for all at all ages.,91.8,90.6,92.9
76,Belgium,2017,past,1001,TB Incid,"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population)",3.3.2,Scaled/Normalized value ranging from 0-100,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases.",Ensure healthy lives and promote well-being for all at all ages.,89.4,88.2,90.6
77,Cyprus,2017,past,1001,TB Incid,"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population)",3.3.2,Scaled/Normalized value ranging from 0-100,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases.",Ensure healthy lives and promote well-being for all at all ages.,93.9,92.6,95.1
78,Denmark,2017,past,1001,TB Incid,"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population)",3.3.2,Scaled/Normalized value ranging from 0-100,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases.",Ensure healthy lives and promote well-being for all at all ages.,95.2,94.1,96.2
79,Finland,2017,past,1001,TB Incid,"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population)",3.3.2,Scaled/Normalized value ranging from 0-100,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases.",Ensure healthy lives and promote well-being for all at all ages.,98.0,96.9,99.1
80,France,2017,past,1001,TB Incid,"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population)",3.3.2,Scaled/Normalized value ranging from 0-100,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases.",Ensure healthy lives and promote well-being for all at all ages.,92.7,91.5,93.7
81,Germany,2017,past,1001,TB Incid,"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population)",3.3.2,Scaled/Normalized value ranging from 0-100,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases.",Ensure healthy lives and promote well-being for all at all ages.,93.1,91.6,94.3
82,Greece,2017,past,1001,TB Incid,"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population)",3.3.2,Scaled/Normalized value ranging from 0-100,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases.",Ensure healthy lives and promote well-being for all at all ages.,100.0,99.4,100.0
83,Iceland,2017,past,1001,TB Incid,"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population)",3.3.2,Scaled/Normalized value ranging from 0-100,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases.",Ensure healthy lives and promote well-being for all at all ages.,97.4,96.0,98.8
84,Ireland,2017,past,1001,TB Incid,"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population)",3.3.2,Scaled/Normalized value ranging from 0-100,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases.",Ensure healthy lives and promote well-being for all at all ages.,93.8,92.7,94.9
85,Israel,2017,past,1001,TB Incid,"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population)",3.3.2,Scaled/Normalized value ranging from 0-100,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases.",Ensure healthy lives and promote well-being for all at all ages.,100.0,100.0,100.0
86,Italy,2017,past,1001,TB Incid,"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population)",3.3.2,Scaled/Normalized value ranging from 0-100,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases.",Ensure healthy lives and promote well-being for all at all ages.,94.9,93.0,96.8
87,Luxembourg,2017,past,1001,TB Incid,"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population)",3.3.2,Scaled/Normalized value ranging from 0-100,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases.",Ensure healthy lives and promote well-being for all at all ages.,95.3,94.0,96.5
88,Malta,2017,past,1001,TB Incid,"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population)",3.3.2,Scaled/Normalized value ranging from 0-100,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases.",Ensure healthy lives and promote well-being for all at all ages.,89.9,88.4,91.3
89,Netherlands,2017,past,1001,TB Incid,"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population)",3.3.2,Scaled/Normalized value ranging from 0-100,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases.",Ensure healthy lives and promote well-being for all at all ages.,97.4,96.2,98.6
90,Norway,2017,past,1001,TB Incid,"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population)",3.3.2,Scaled/Normalized value ranging from 0-100,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases.",Ensure healthy lives and promote well-being for all at all ages.,94.0,92.4,95.5
91,Portugal,2017,past,1001,TB Incid,"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population)",3.3.2,Scaled/Normalized value ranging from 0-100,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases.",Ensure healthy lives and promote well-being for all at all ages.,77.1,76.0,78.1
92,Spain,2017,past,1001,TB Incid,"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population)",3.3.2,Scaled/Normalized value ranging from 0-100,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases.",Ensure healthy lives and promote well-being for all at all ages.,88.8,85.9,92.0
93,Sweden,2017,past,1001,TB Incid,"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population)",3.3.2,Scaled/Normalized value ranging from 0-100,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases.",Ensure healthy lives and promote well-being for all at all ages.,90.6,88.8,92.1
94,Switzerland,2017,past,1001,TB Incid,"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population)",3.3.2,Scaled/Normalized value ranging from 0-100,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases.",Ensure healthy lives and promote well-being for all at all ages.,93.4,92.2,94.6
95,United Kingdom,2017,past,1001,TB Incid,"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population)",3.3.2,Scaled/Normalized value ranging from 0-100,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases.",Ensure healthy lives and promote well-being for all at all ages.,80.3,78.8,81.6
97,Argentina,2017,past,1001,TB Incid,"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population)",3.3.2,Scaled/Normalized value ranging from 0-100,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases.",Ensure healthy lives and promote well-being for all at all ages.,71.1,69.9,72.3
98,Chile,2017,past,1001,TB Incid,"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population)",3.3.2,Scaled/Normalized value ranging from 0-100,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases.",Ensure healthy lives and promote well-being for all at all ages.,79.8,78.6,81.1
99,Uruguay,2017,past,1001,TB Incid,"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population)",3.3.2,Scaled/Normalized value ranging from 0-100,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases.",Ensure healthy lives and promote well-being for all at all ages.,72.2,70.9,73.4
